segment_id,road,road_canonical,highway,km,mid_lon,mid_lat,czones,crashes_total,crashes_fatal,wl_points,wl_events,cv_images,cv_detections,cv_damage_per_frame,n_sources
national-highway-24-bypass_1312995769_0,National Highway 24 Bypass,National Highway 24 Bypass,trunk,0.157,77.304582,28.623294,,,,,,0,,,0
flyover_1312995770_0,Flyover,Flyover,trunk,0.069,77.303023,28.622706,,,,,,0,,,0
flyover_1312995771_0,Flyover,Flyover,trunk,0.106,77.305518,28.623553,,,,,,0,,,0
flyover_1312995772_0,Flyover,Flyover,trunk,0.057,77.312154,28.625842,,,,,,0,,,0
karkari-mor-flyover_1313002299_0,Karkari Mor Flyover,Karkari Mor Flyover,primary,0.014,77.301261,28.641113,,,,,,0,,,0
swami-dayanand-marg_1313004537_0,Swami Dayanand Marg,Swami Dayanand Marg,primary,0.121,77.305655,28.636422,,,,1,1,0,,,1
swami-dayanand-marg_1313004538_0,Swami Dayanand Marg,Swami Dayanand Marg,primary,0.106,77.30596,28.636414,,,,,,0,,,0
shastri-park-flyover_1313008743_0,Shastri Park Flyover,Shastri Park Flyover,trunk,0.072,77.252543,28.673228,,,,,,0,,,0
shastri-park-flyover_1313008744_0,Shastri Park Flyover,Shastri Park Flyover,trunk,0.057,77.251946,28.673224,,,,1,5,0,,,1
shastri-park-flyover_1313008745_0,Shastri Park Flyover,Shastri Park Flyover,trunk,0.031,77.260128,28.671871,,,,,,0,,,0
shastri-park-flyover_1313008746_0,Shastri Park Flyover,Shastri Park Flyover,trunk,0.046,77.26061,28.671846,,,,,,0,,,0
okhla-estate-marg-flyover_1313011684_0,Okhla Estate Marg Flyover,Okhla Estate Marg Flyover,trunk,0.03,77.283544,28.538423,,,,,,0,,,0
okhla-estate-marg-flyover_1313011685_0,Okhla Estate Marg Flyover,Okhla Estate Marg Flyover,trunk,0.023,77.286682,28.532548,,,,,,1,0,0.0,1
okhla-estate-marg-flyover_1313011686_0,Okhla Estate Marg Flyover,Okhla Estate Marg Flyover,trunk,0.024,77.286902,28.532378,,,,,,1,0,0.0,1
mathura-road_1313016353_0,Mathura Road,Mathura Road,trunk,0.041,77.298068,28.511803,,,,,,0,,,0
mathura-road_1313016354_0,Mathura Road,Mathura Road,trunk,0.045,77.298072,28.512294,,,,,,0,,,0
lajpat-nagar-flyover_1313027075_0,Lajpat Nagar Flyover,Lajpat Nagar Flyover,primary,1.19,77.252117,28.566017,,,,,,8,0,0.0,1
lajpat-nagar-flyover_1313027076_0,Lajpat Nagar Flyover,Lajpat Nagar Flyover,primary,0.027,77.253771,28.568631,,,,1,1,0,,,1
ashram-railway-flyover_1313030094_0,Ashram Railway Flyover,Ashram Railway Flyover,primary,0.103,77.254815,28.570068,,,,,,0,,,0
mahatma-gandhi-marg_1313030095_0,Mahatma Gandhi Marg,Ring Road,primary,0.024,77.254006,28.568809,,,,,,0,,,0
hanuman-mandir-flyover_1313200454_0,Hanuman Mandir Flyover,Hanuman Mandir Flyover,trunk,0.071,77.240211,28.661543,,,,,,8,1,0.125,1
hanuman-mandir-flyover_1313200455_0,Hanuman Mandir Flyover,Hanuman Mandir Flyover,trunk,0.081,77.237698,28.662627,,,,,,8,0,0.0,1
ring-road_1313200457_0,Ring Road,Ring Road,trunk,0.028,77.237299,28.662799,,,,1,5,8,0,0.0,2
hanuman-mandir-flyover_1313200461_0,Hanuman Mandir Flyover,Hanuman Mandir Flyover,trunk,0.022,77.240889,28.661112,,,,,,7,0,0.0,1
outer-ring-road_1313220166_0,Outer Ring Road,Outer Ring Road,primary,0.045,77.265698,28.555071,1,11,5,1,1,5,0,0.0,3
modi-mill-flyover_1313220167_0,Modi Mill Flyover,Modi Mill Flyover,primary,0.096,77.266293,28.555211,,,,,,3,0,0.0,1
modi-mill-flyover_1313220169_0,Modi Mill Flyover,Modi Mill Flyover,primary,0.043,77.266215,28.555343,,,,,,2,0,0.0,1
barapullah-road-flyover_1313239604_0,Barapullah Road Flyover,Barapullah Road Flyover,trunk,0.026,77.20955,28.573242,,,,1,3,0,,,1
delhi-dehradun-expressway_1313244704_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.026,77.276449,28.62353,,,,,,0,,,0
delhi-dehradun-expressway_1313244705_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.022,77.276221,28.623649,,,,,,0,,,0
flyover_1313444176_0,Flyover,Flyover,trunk,0.093,77.278581,28.608998,,,,,,0,,,0
flyover_1313444177_0,Flyover,Flyover,trunk,0.108,77.270992,28.604891,,,,,,0,,,0
flyover_1313444178_0,Flyover,Flyover,trunk,0.136,77.27078,28.604338,,,,,,0,,,0
flyover_1313444179_0,Flyover,Flyover,trunk,0.075,77.278733,28.60853,,,,,,0,,,0
ito-flyover_1313447924_0,ITO Flyover,ITO Flyover,trunk,0.075,77.24682,28.626418,,,,,,2,0,0.0,1
ito-flyover_1313447925_0,ITO Flyover,ITO Flyover,trunk,0.069,77.247005,28.625749,,,,,,2,0,0.0,1
ito-flyover_1313447927_0,ITO Flyover,ITO Flyover,trunk,0.008,77.246897,28.630756,,,,,,2,0,0.0,1
ito-flyover_1313447929_0,ITO Flyover,ITO Flyover,trunk,0.074,77.247002,28.625238,,,,,,2,0,0.0,1
ito-flyover_1313447930_0,ITO Flyover,ITO Flyover,trunk,0.058,77.247083,28.625397,,,,,,2,0,0.0,1
sachivalaya-road-flyover_1313450495_0,Sachivalaya Road Flyover,Sachivalaya Road Flyover,trunk,0.101,77.247394,28.635126,,,,,,0,,,0
sachivalaya-road-flyover_1313450497_0,Sachivalaya Road Flyover,Sachivalaya Road Flyover,trunk,0.02,77.24695,28.632844,,,,,,2,0,0.0,1
ring-road_1313450498_0,Ring Road,Ring Road,trunk,0.233,77.257774,28.640868,,,,,,0,,,0
sachivalaya-road-flyover_1313450499_0,Sachivalaya Road Flyover,Sachivalaya Road Flyover,trunk,0.556,77.257514,28.638991,,,,,,0,,,0
nizamuddin-railway-station-flyover_1313455080_0,Nizamuddin Railway Station Flyover,Nizamuddin Railway Station Flyover,trunk,0.052,77.257706,28.591812,,,,,,0,,,0
nizamuddin-railway-station-flyover_1313455081_0,Nizamuddin Railway Station Flyover,Nizamuddin Railway Station Flyover,trunk,0.055,77.257961,28.591371,,,,,,0,,,0
nizamuddin-road-flyover_1313465446_0,Nizamuddin Road Flyover,Nizamuddin Road Flyover,trunk,0.057,77.254803,28.601031,,,,,,0,,,0
aiims-flyover_1313474874_0,AIIMS Flyover,AIIMS Flyover,primary,0.11,77.206778,28.569361,,,,,,0,,,0
azadpur-flyover_1313664396_0,Azadpur Flyover,Azadpur Flyover,primary,0.043,77.174191,28.70794,,,,,,0,,,0
azadpur-flyover_1313664397_0,Azadpur Flyover,Azadpur Flyover,primary,0.047,77.174355,28.708308,,,,,,0,,,0
mahatma-gandhi-road_1313664398_0,Mahatma Gandhi Road,Ring Road,primary,0.04,77.173809,28.707466,,,,,,0,,,0
national-highway-24-bypass_1314351466_0,National Highway 24 Bypass,National Highway 24 Bypass,trunk,0.094,77.32401,28.629707,,,,,,3,0,0.0,1
national-highway-24-bypass-flyover_1314351467_0,National Highway 24 Bypass Flyover,National Highway 24 Bypass Flyover,trunk,0.065,77.324634,28.629899,,,,,,7,0,0.0,1
national-highway-24-bypass_1314555664_0,National Highway 24 Bypass,National Highway 24 Bypass,trunk,0.045,77.323022,28.628906,,,,,,0,,,0
national-highway-24-bypass-flyover_1314555665_0,National Highway 24 Bypass Flyover,National Highway 24 Bypass Flyover,trunk,0.108,77.323851,28.62919,,,,,,0,,,0
dnd-kmp-expressway_1320128440_0,DND KMP Expressway,DND KMP Expressway,trunk,1.092,77.317092,28.488299,,,,,,0,,,0
unnamed_1321789351_0,unnamed,unnamed,primary,0.08,77.134408,28.570506,,,,,,8,0,0.0,1
dwarka-expressway_1321798283_0,Dwarka Expressway,Dwarka Expressway,trunk,0.161,77.050779,28.554752,,,,,,2,0,0.0,1
bharthal-railway-underpass_1323821132_0,Bharthal Railway Underpass,Bharthal Railway Underpass,trunk,0.089,77.057791,28.54712,,,,,,8,1,0.125,1
bharthal-railway-underpass_1323821133_0,Bharthal Railway Underpass,Bharthal Railway Underpass,trunk,0.088,77.058619,28.546768,,,,,,7,2,0.2857,1
bharthal-railway-underpass_1323821134_0,Bharthal Railway Underpass,Bharthal Railway Underpass,trunk,0.157,77.059765,28.545877,,,,,,4,1,0.25,1
bharthal-railway-underpass_1323821135_0,Bharthal Railway Underpass,Bharthal Railway Underpass,trunk,0.156,77.061296,28.545402,,,,,,5,0,0.0,1
yakshini-chowk-underpass_1323824517_0,Yakshini Chowk Underpass,Yakshini Chowk Underpass,primary,0.107,77.12238,28.569845,,,,,,0,,,0
yakshini-chowk-underpass_1323825051_0,Yakshini Chowk Underpass,Yakshini Chowk Underpass,primary,0.797,77.117374,28.575065,,,,,,0,,,0
dwarka-palam-road_1323825053_0,Dwarka-Palam Road,Dwarka-Palam Road,primary,0.447,77.114922,28.575756,,,,,,0,,,0
yakshini-chowk-underpass_1323825055_0,Yakshini Chowk Underpass,Yakshini Chowk Underpass,primary,0.355,77.119967,28.574466,,,,,,0,,,0
badarpur-railway-underpass_1323825546_0,Badarpur Railway Underpass,Badarpur Railway Underpass,primary,0.05,77.298762,28.499111,,,,,,0,,,0
mehrauli-badarpur-road_1323825547_0,Mehrauli Badarpur Road,Mehrauli Badarpur Road,primary,0.029,77.299179,28.499262,,,,,,0,,,0
bhera-enclave-underpass_1324030078_0,Bhera Enclave Underpass,Bhera Enclave Underpass,primary,0.31,77.093099,28.669986,,,,,,0,,,0
bhera-enclave-underpass_1324030079_0,Bhera Enclave Underpass,Bhera Enclave Underpass,primary,0.355,77.093214,28.671486,,,,,,0,,,0
bhera-enclave-underpass_1324030080_0,Bhera Enclave Underpass,Bhera Enclave Underpass,primary,0.244,77.092524,28.666585,,,,,,0,,,0
bhera-enclave-underpass_1324030081_0,Bhera Enclave Underpass,Bhera Enclave Underpass,primary,0.243,77.092762,28.668766,,,,,,0,,,0
panjabi-bagh-underpass_1324031031_0,Panjabi Bagh Underpass,Panjabi Bagh Underpass,primary,0.297,77.143115,28.673374,,,,,,0,,,0
panjabi-bagh-underpass_1324031032_0,Panjabi Bagh Underpass,Panjabi Bagh Underpass,primary,0.293,77.141858,28.673406,,,,,,0,,,0
mahatma-gandhi-road_1324032742_0,Mahatma Gandhi Road,Ring Road,primary,0.085,77.155421,28.695672,,,,,,0,,,0
prembari-underpass_1324032743_0,Prembari Underpass,Prembari Underpass,primary,0.135,77.156092,28.697337,,,,,,0,,,0
prembari-underpass_1324032744_0,Prembari Underpass,Prembari Underpass,primary,0.043,77.15709,28.699125,,,,,,0,,,0
outer-ring-road-underpass_1324033141_0,Outer Ring Road Underpass,Outer Ring Road,trunk,0.299,77.131331,28.704187,,,,,,0,,,0
outer-ring-road-underpass_1324033142_0,Outer Ring Road Underpass,Outer Ring Road,trunk,0.298,77.133103,28.706365,,,,,,0,,,0
outer-ring-road-underpass_1324033143_0,Outer Ring Road Underpass,Outer Ring Road,trunk,0.291,77.130297,28.703221,,,,,,0,,,0
outer-ring-road_1324033144_0,Outer Ring Road,Outer Ring Road,trunk,0.261,77.128389,28.701911,,,,,,0,,,0
mahatma-gandhi-marg_1324343885_0,Mahatma Gandhi Marg,Ring Road,trunk,0.256,77.235582,28.664066,1,7,3,,,6,0,0.0,2
mahatma-gandhi-marg_1324343886_0,Mahatma Gandhi Marg,Ring Road,trunk,0.309,77.236259,28.6633,1,14,3,3,4,8,1,0.125,3
unnamed_1324615022_0,unnamed,unnamed,trunk,0.237,77.061783,28.545407,,,,,,3,0,0.0,1
unnamed_1327597544_0,unnamed,unnamed,primary,0.977,77.116722,28.806159,,,,,,0,,,0
unnamed_1334964175_0,unnamed,unnamed,primary,1.018,77.136527,28.809859,,,,,,0,,,0
unnamed_1334964176_0,unnamed,unnamed,primary,0.742,77.127202,28.809043,,,,,,0,,,0
unnamed_1334964177_0,unnamed,unnamed,primary,0.74,77.127878,28.808764,,,,,,0,,,0
unnamed_1334964178_0,unnamed,unnamed,primary,0.068,77.131289,28.809419,,,,,,0,,,0
unnamed_1334964179_0,unnamed,unnamed,primary,0.454,77.135211,28.811172,,,,,,0,,,0
unnamed_1334964180_0,unnamed,unnamed,primary,0.062,77.13147,28.810119,,,,,,0,,,0
unnamed_1334969632_0,unnamed,unnamed,primary,0.018,77.113526,28.80603,,,,,,0,,,0
unnamed_1334969633_0,unnamed,unnamed,primary,0.006,77.113587,28.806041,,,,,,0,,,0
outer-ring-road_1339101397_0,Outer Ring Road,Outer Ring Road,primary,1.043,77.114296,28.696635,,,,,,0,,,0
outer-ring-road_1339101397_1,Outer Ring Road,Outer Ring Road,primary,0.208,77.107564,28.694744,,,,,,0,,,0
unnamed_1341418196_0,unnamed,unnamed,trunk,0.53,77.109177,28.533781,,,,,,8,0,0.0,1
grand-trunk-road_1341789496_0,Grand Trunk Road,Grand Trunk Road,trunk,0.689,77.13814,28.808559,,,,,,0,,,0
unnamed_1342093258_0,unnamed,unnamed,primary,0.484,77.104951,28.804133,,,,,,0,,,0
unnamed_1342093263_0,unnamed,unnamed,primary,0.126,77.097124,28.801616,,,,,,0,,,0
unnamed_1342093264_0,unnamed,unnamed,primary,0.149,77.095669,28.80122,,,,,,0,,,0
unnamed_1342093265_0,unnamed,unnamed,primary,0.076,77.097014,28.801997,,,,,,0,,,0
unnamed_1342093266_0,unnamed,unnamed,primary,0.123,77.09822,28.80231,,,,,,0,,,0
unnamed_1342093267_0,unnamed,unnamed,primary,0.623,77.103394,28.803166,,,,,,0,,,0
unnamed_1342093268_0,unnamed,unnamed,primary,0.141,77.107094,28.80416,,,,,,0,,,0
unnamed_1342093269_0,unnamed,unnamed,primary,0.135,77.108282,28.804838,,,,,,0,,,0
unnamed_1342093272_0,unnamed,unnamed,primary,0.03,77.114025,28.805537,,,,,,0,,,0
dnd-kmp-expressway_1342384148_0,DND-KMP Expressway,DND-KMP Expressway,motorway,1.027,77.307488,28.524117,,,,,,0,,,0
dnd-kmp-expressway_1342384148_1,DND-KMP Expressway,DND-KMP Expressway,motorway,0.755,77.311823,28.516687,,,,,,0,,,0
dnd-kmp-expressway_1342384149_0,DND KMP Expressway,DND KMP Expressway,trunk,0.086,77.313521,28.511502,,,,,,0,,,0
dnd-kmp-expressway_1342384151_0,DND KMP Expressway,DND KMP Expressway,trunk,0.082,77.313142,28.512188,,,,,,0,,,0
dnd-kmp-expressway_1342384152_0,DND KMP Expressway,DND KMP Expressway,trunk,1.054,77.315193,28.505452,,,,,,0,,,0
dnd-kmp-expressway_1342384152_1,DND KMP Expressway,DND KMP Expressway,trunk,0.133,77.313374,28.511481,,,,,,0,,,0
dnd-kmp-expressway_1342384153_0,DND KMP Expressway,DND KMP Expressway,trunk,1.01,77.315388,28.505483,,,,,,0,,,0
dnd-kmp-expressway_1342384153_1,DND KMP Expressway,DND KMP Expressway,trunk,0.177,77.315893,28.501086,,,,,,0,,,0
dnd-kmp-expressway_1342384154_0,DND KMP Expressway,DND KMP Expressway,trunk,0.302,77.315858,28.499527,,,,,,0,,,0
dnd-kmp-expressway_1342384155_0,DND KMP Expressway,DND KMP Expressway,trunk,0.303,77.315941,28.500197,,,,,,0,,,0
dnd-kmp-expressway_1342384156_0,DND KMP Expressway,DND KMP Expressway,trunk,0.321,77.316008,28.497757,,,,,,0,,,0
dnd-kmp-expressway_1342384157_0,DND KMP Expressway,DND KMP Expressway,trunk,0.32,77.31614,28.497778,,,,,,0,,,0
outer-ring-road_1353561170_0,Outer Ring Road,Outer Ring Road,primary,0.25,77.092247,28.66482,,,,,,0,,,0
urban-extension-road-ii_1353593171_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.131,77.035637,28.560576,,,,,,8,1,0.125,1
urban-extension-road-ii_1353593172_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.144,77.02782,28.560303,,,,,,0,,,0
urban-extension-road-ii_1353593173_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.151,77.025892,28.561625,,,,,,0,,,0
urban-extension-road-ii_1353593174_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.145,77.035649,28.560706,,,,,,3,0,0.0,1
urban-extension-road-ii_1353593175_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.172,77.025818,28.561527,,,,,,0,,,0
urban-extension-road-ii_1353604995_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.075,77.072548,28.786945,,,,,,0,,,0
urban-extension-road-ii_1353604996_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.019,77.072637,28.787094,,,,,,0,,,0
urban-extension-road-ii_1353604997_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.068,77.072321,28.786275,,,,,,0,,,0
urban-extension-road-ii_1353604998_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.022,77.072651,28.786809,,,,,,0,,,0
urban-extension-road-ii_1353605000_0,Urban Extension Road-II,Urban Extension Road-II,trunk,2.315,77.063158,28.768265,,,,,,0,,,0
urban-extension-road-ii_1353605000_1,Urban Extension Road-II,Urban Extension Road-II,trunk,0.055,77.071919,28.785911,,,,,,0,,,0
urban-extension-road-ii_1353605002_0,Urban Extension Road-II,Urban Extension Road-II,trunk,1.17,77.071541,28.78488,,,,,,0,,,0
urban-extension-road-ii_1353605002_1,Urban Extension Road-II,Urban Extension Road-II,trunk,1.009,77.06332,28.768235,,,,,,0,,,0
urban-extension-road-ii_1353605002_2,Urban Extension Road-II,Urban Extension Road-II,trunk,0.19,77.062482,28.766656,,,,,,0,,,0
urban-extension-road-ii_1353607104_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.521,77.045985,28.735749,,,,,,0,,,0
urban-extension-road-ii_1353607105_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.015,77.046607,28.736822,,,,,,0,,,0
urban-extension-road-ii_1353607107_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.013,77.046669,28.736678,,,,,,0,,,0
urban-extension-road-ii_1353607108_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.079,77.04673,28.736783,,,,,,0,,,0
urban-extension-road-ii_1353607109_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.012,77.0471,28.737411,,,,,,0,,,0
urban-extension-road-ii_1353607110_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.08,77.046975,28.737466,,,,,,0,,,0
urban-extension-road-ii_1353607111_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.012,77.047027,28.737564,,,,,,0,,,0
urban-extension-road-ii_1353607114_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.526,77.044707,28.73308,,,,,,0,,,0
dwarka-expressway_1362479091_0,Dwarka Expressway,Dwarka Expressway,trunk,0.103,77.054333,28.558738,,,,,,8,1,0.125,1
dnd-kmp-expressway_1368621352_0,DND-KMP Expressway,DND-KMP Expressway,motorway,0.68,77.311657,28.51664,,,,,,0,,,0
shivaji-marg_1368958808_0,Shivaji Marg,Shivaji Marg,primary,0.033,77.081749,28.631399,,,,,,0,,,0
outer-ring-road_1368958811_0,Outer Ring Road,Outer Ring Road,primary,0.257,77.081197,28.632867,,,,,,0,,,0
mahatma-gandhi-marg_1370266035_0,Mahatma Gandhi Marg,Ring Road,primary,0.85,77.136865,28.612928,,,,,,0,,,0
mahatma-gandhi-marg_1370266053_0,Mahatma Gandhi Marg,Ring Road,primary,0.148,77.140033,28.60899,,,,,,0,,,0
mahatma-gandhi-marg_1370266056_0,Mahatma Gandhi Marg,Ring Road,primary,0.148,77.140707,28.608339,,,,,,0,,,0
mahatma-gandhi-marg_1370266059_0,Mahatma Gandhi Marg,Ring Road,primary,1.569,77.143675,28.606103,,,,,,0,,,0
rd-no-224_1376114331_0,Rd. No. 224,Rd. No. 224,primary,0.015,77.07186,28.59477,,,,,,8,4,0.5,1
road-number-201_1376114332_0,Road Number 201,Road Number 201,primary,0.014,77.071887,28.594899,,,,,,8,0,0.0,1
rd-no-224_1376114333_0,Rd. No. 224,Rd. No. 224,primary,0.945,77.071908,28.598102,,,,,,8,0,0.0,1
road-number-201_1376114334_0,Road Number 201,Road Number 201,primary,0.014,77.071726,28.594813,,,,,,8,0,0.0,1
delhi-dehradun-expressway_1377960801_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.079,77.255576,28.668971,,,,,,0,,,0
delhi-dehradun-expressway_1377960802_0,Delhi-Dehradun Expressway,Delhi-Dehradun Expressway,motorway,0.055,77.255595,28.669376,,,,,,0,,,0
unnamed_1380592285_0,unnamed,unnamed,primary,0.013,77.127806,28.567065,,,,,,0,,,0
northern-access-rd_1380592286_0,Northern Access Rd,Northern Access Rd,primary,0.013,77.127926,28.567122,,,,,,4,0,0.0,1
unnamed_1380592287_0,unnamed,unnamed,primary,0.014,77.12785,28.567217,,,,,,1,0,0.0,1
unnamed_1388971161_0,unnamed,unnamed,primary,0.015,77.067794,28.682252,,,,,,0,,,0
unnamed_1388973367_0,unnamed,unnamed,primary,0.019,77.067801,28.682389,,,,,,0,,,0
mahatma-gandhi-marg_1390014176_0,Mahatma Gandhi Marg,Ring Road,primary,0.084,77.136105,28.668115,,,,,,0,,,0
mahatma-gandhi-marg_1390014178_0,Mahatma Gandhi Marg,Ring Road,primary,0.019,77.136432,28.668399,,,,,,0,,,0
cariappa-marg_1391746433_0,Cariappa Marg,Cariappa Marg,primary,0.141,77.119905,28.607944,,,,,,0,,,0
pankha-road_1391746434_0,Pankha Road,Pankha Road,primary,0.851,77.118204,28.605963,,,,,,0,,,0
mehrauli-badarpur-road_1391873333_0,Mehrauli Badarpur Road,Mehrauli Badarpur Road,primary,0.15,77.222294,28.516529,,,,,,0,,,0
mehrauli-badarpur-road_1391873334_0,Mehrauli Badarpur Road,Mehrauli Badarpur Road,primary,0.122,77.221621,28.516676,,,,1,2,0,,,1
vikas-marg_1392323359_0,Vikas Marg,Vikas Marg,primary,0.01,77.285806,28.636076,1,8,3,,,0,,,1
gt-road_1392411911_0,GT Road,GT Road,primary,0.067,77.279672,28.672799,,,,,,0,,,0
unnamed_1394097510_0,unnamed,unnamed,primary,0.037,77.134952,28.570078,,,,,,6,0,0.0,1
unnamed_1394097511_0,unnamed,unnamed,primary,0.015,77.134809,28.570319,,,,,,8,0,0.0,1
unnamed_1394097512_0,unnamed,unnamed,primary,0.034,77.135094,28.570237,,,,,,7,0,0.0,1
najafgarh-nangloi-road_1394134937_0,Najafgarh Nangloi Road,Najafgarh Nangloi Road,primary,0.169,76.999093,28.630247,,,,,,0,,,0
unnamed_1413413914_0,unnamed,unnamed,primary,0.011,77.220853,28.692152,,,,,,0,,,0
sham-nath-marg_1413413915_0,Sham Nath Marg,Sham Nath Marg,primary,1.092,77.221467,28.688501,,,,,,0,,,0
sham-nath-marg_1413413915_1,Sham Nath Marg,Sham Nath Marg,primary,0.071,77.22253,28.681894,,,,1,1,0,,,1
unnamed_1413413916_0,unnamed,unnamed,primary,0.011,77.220995,28.692103,,,,,,0,,,0
mahatma-gandhi-road_1413413917_0,Mahatma Gandhi Road,Ring Road,primary,0.073,77.2208,28.692235,,,,,,0,,,0
nh9_1413464707_0,NH9,NH9,trunk,0.192,76.961178,28.688344,,,,,,0,,,0
nh9_1413464708_0,NH9,NH9,trunk,0.216,76.961286,28.688217,,,,,,0,,,0
nh9_1413464709_0,NH9,NH9,trunk,0.578,76.998901,28.685027,,,,,,0,,,0
nh9_1413464710_0,NH9,NH9,trunk,0.564,76.999496,28.684858,,,,,,0,,,0
bawana-road_1417138629_0,Bawana Road,Bawana Road,primary,0.229,77.038252,28.792074,,,,,,0,,,0
delhi-road_1417138632_0,Delhi Road,Delhi Road,primary,1.063,77.039932,28.788725,,,,,,0,,,0
delhi-road_1417138632_1,Delhi Road,Delhi Road,primary,0.265,77.043721,28.781003,,,,,,0,,,0
mahatma-gandhi-marg_1420874849_0,Mahatma Gandhi Marg,Ring Road,primary,0.293,77.134698,28.666479,,,,1,1,0,,,1
club-road-flyover_1420874850_0,Club Road Flyover,Club Road Flyover,primary,0.038,77.133229,28.665518,,,,,,0,,,0
mahatma-gandhi-marg_1420874851_0,Mahatma Gandhi Marg,Ring Road,primary,0.086,77.129796,28.662379,,,,,,0,,,0
mahatma-gandhi-marg_1420874852_0,Mahatma Gandhi Marg,Ring Road,primary,0.14,77.131097,28.663474,,,,,,0,,,0
mahatma-gandhi-marg_1420874854_0,Mahatma Gandhi Marg,Ring Road,primary,0.081,77.129318,28.659925,,,,,,0,,,0
mahatma-gandhi-marg_1420874855_0,Mahatma Gandhi Marg,Ring Road,primary,0.051,77.129366,28.659207,,,,,,0,,,0
mahatma-gandhi-marg_1420874856_0,Mahatma Gandhi Marg,Ring Road,primary,0.021,77.129184,28.660398,,,,,,0,,,0
abdul-gaffar-khan-marg_1421988795_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.018,77.123984,28.546996,,,,,,8,0,0.0,1
abdul-gaffar-khan-marg_1421988797_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.016,77.124485,28.546882,,,,,,7,0,0.0,1
abdul-gaffar-khan-marg_1421988799_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.011,77.124334,28.546945,,,,,,8,0,0.0,1
ring-road_1425536278_0,Ring Road,Ring Road,primary,0.03,77.137948,28.669332,,,,,,0,,,0
dwarka-expressway_1425773037_0,Dwarka Expressway,Dwarka Expressway,trunk,0.171,77.036841,28.538365,,,,,,0,,,0
dwarka-expressway_1425773038_0,Dwarka Expressway,Dwarka Expressway,trunk,0.176,77.036645,28.538387,,,,,,0,,,0
nelson-mandela-marg_1425985949_0,Nelson Mandela Marg,Nelson Mandela Marg,primary,0.021,77.148201,28.529034,,,,,,0,,,0
abdul-gaffar-khan-marg_1425985950_0,Abdul Gaffar Khan Marg,Abdul Gaffar Khan Marg,primary,0.293,77.148891,28.528861,,,,,,0,,,0
unnamed_1426814345_0,unnamed,unnamed,primary,0.318,77.132886,28.706231,,,,,,0,,,0
unnamed_1426814347_0,unnamed,unnamed,primary,0.022,77.13106,28.704176,,,,,,0,,,0
nh344m_1427682171_0,NH344M,NH344M,trunk,0.121,77.090906,28.799831,,,,,,0,,,0
nh344m_1427682172_0,NH344M,NH344M,trunk,0.466,77.093406,28.800883,,,,,,0,,,0
nh344m_1427682173_0,NH344M,NH344M,trunk,0.461,77.092745,28.800532,,,,,,0,,,0
urban-extension-road-ii_1427682180_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.125,77.124585,28.808162,,,,,,0,,,0
urban-extension-road-ii_1427682181_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.322,77.126123,28.808514,,,,,,0,,,0
urban-extension-road-ii_1427682197_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.165,77.129031,28.809148,,,,,,0,,,0
urban-extension-road-ii_1427682198_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.171,77.130665,28.809697,,,,,,0,,,0
unnamed_1427682203_0,unnamed,unnamed,primary,0.25,77.136284,28.810298,,,,,,0,,,0
unnamed_1427682204_0,unnamed,unnamed,primary,0.173,77.136002,28.810413,,,,,,0,,,0
grand-trunk-road_1427682222_0,Grand Trunk Road,Grand Trunk Road,trunk,0.158,77.134104,28.818507,,,,,,0,,,0
urban-extension-road-ii_1427894414_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.053,77.040431,28.725033,,,,,,0,,,0
urban-extension-road-ii_1427894415_0,Urban Extension Road-II,Urban Extension Road-II,trunk,0.052,77.040281,28.724577,,,,,,0,,,0
